0.314934 -0.347417 0.173718
-0.0645387 0.320281 -0.158865
0.191145 -0.180228 0.289533
-0.219939 0.390926 0.322783
0.469548 -0.0330285 -0.34372
-0.148064 -0.061551 0.47508
0.372579 0.489383 0.0629428
0.171585 0.251649 -0.16354
0.47445 -0.0467057 0.421717
0.104481 -0.409176 -0.477304
-0.092243 -0.408224 0.343393
-0.469805 -0.38319 0.158484
-0.286734 -0.38694 -0.11738
-0.281506 0.0425025 -0.304175
0.385225 -0.237445 0.324596
-0.190294 -0.194045 0.348538
0.345557 0.467726 0.265529
-0.253966 -0.0490175 -0.0491979
-0.433317 -0.436164 -0.450776
-0.294961 -0.314387 0.226159
-0.445517 0.0916701 0.276935
0.371146 -0.208614 -0.451763
0.119682 0.078191 0.224822
0.17112 -0.21844 -0.466419
0.260569 -0.0545542 -0.383527
-0.444594 0.355281 -0.282579
-0.107049 -0.486034 -0.118203
0.445653 -0.302025 -0.0506064
-0.0951378 0.232155 0.162742
-0.375851 0.0575565 0.0581171
-0.0418249 0.132601 -0.253192
-0.211088 0.146865 -0.0224648
0.0372714 -0.222249 0.395309
-0.0552178 -0.245531 -0.422655
-0.0831322 -0.42706 -0.377241
0.0839261 -0.174467 -0.28903
0.400327 -0.490689 -0.360363
-0.230604 0.0742076 0.235891
-0.15764 -0.381029 0.111565
-0.0111681 0.435506 0.133732
-0.234195 0.466005 -0.280151
0.19932 -0.0606408 0.109395
-0.456782 -0.103807 -0.0581991
0.00128614 -0.00868154 0.0855701
0.299907 -0.412722 0.458628
0.0415407 -0.389449 -0.237839
0.485361 -0.179293 0.149424
-0.49474 -0.352976 -0.264046
0.253275 -0.349898 -0.312457
0.119742 0.0402938 -0.146724
-0.290823 -0.231319 0.0368598
-0.410152 -0.183735 -0.249491
0.176645 0.451175 -0.353647
0.29667 -0.0846423 -0.0769388
0.403075 0.00279196 0.0777424
0.31645 0.0959917 -0.191345
-0.00624309 -0.101941 -0.115469
0.100493 -0.399927 0.067431
0.257249 0.185455 0.374957
-0.45199 0.389369 0.0901255
0.375402 -0.189849 -0.262871
-0.436369 0.145268 -0.345132
-0.26987 0.26284 -0.215991
-0.31312 0.255512 0.151882
-0.156777 -0.0915721 0.130431
0.248248 -0.249243 0.0172368
0.10871 0.419416 -0.0644998
-0.234103 0.496182 0.477406
0.401612 0.408105 0.465191
0.441809 0.220172 0.038573
-0.449175 0.0980126 -0.134492
-0.429163 0.301225 -0.0855598
-0.400955 -0.478777 0.331419
-0.337867 -0.0873974 0.221582
0.149384 -0.0174481 0.400788
-0.290589 0.480092 0.165092
0.163117 0.332815 0.239372
0.365263 0.0421325 0.266127
-0.360551 -0.0374376 -0.457406
-0.046482 0.00106143 0.327657
0.0800654 -0.437954 0.277642
0.487584 -0.482093 -0.118586
-0.192478 0.201647 -0.398585
0.316295 0.332823 -0.38362
-0.321386 -0.293948 0.435915
-0.380901 0.363691 0.48677
-0.143732 0.174261 0.367687
-0.359024 0.14942 0.474315
0.263991 0.328695 0.00171935
-0.291155 -0.312381 -0.357451
-0.0659433 -0.29561 -0.0637156
0.0186607 -0.244313 0.159032
-0.040071 0.435735 0.422829
0.0859162 0.265836 -0.360946
0.235528 0.132789 -0.371284
0.232348 -0.407102 -0.109898
0.433558 0.26676 0.24182
0.0412141 0.216618 0.381316
0.236948 0.156813 0.0936665
-0.176399 0.360211 0.0159898
0.0146578 0.171409 -0.0326292
0.393798 0.346771 -0.157203
-0.0730424 0.365806 -0.353603
0.0499838 -0.00958499 -0.426158
-0.109852 -0.0661675 -0.308537
-0.20636 -0.197898 -0.182569
0.420299 0.17514 -0.479361
0.189872 0.351176 0.446236
