    Temperature          Paths
              1        14.0206
            0.5        14.2227
       0.333333        12.3588
           0.25        10.8805
            0.2        10.2423
       0.166667        7.38948
       0.142857        6.83783
          0.125        6.16679
       0.111111        6.18382
            0.1        5.94199
      0.0909091        5.62018
      0.0833333        5.30822
      0.0769231        5.77383
      0.0714286        6.00079
      0.0666667        6.09635
         0.0625        6.17821
      0.0588235        5.37773
      0.0555556        5.59346
      0.0526316        5.43027
           0.05        5.39472
       0.047619        5.50966
      0.0454545        5.28136
      0.0434783        5.35516
      0.0416667        5.71839
           0.04           5.29
      0.0384615        5.26377
       0.037037        5.29704
      0.0357143        5.32247
      0.0344828        5.22129
      0.0333333        5.20746
      0.0322581        5.20746
        0.03125        5.23678
       0.030303        5.22965
      0.0294118        5.36483
      0.0285714        5.26264
      0.0277778        5.32397
       0.027027        5.20868
      0.0263158        5.20868
       0.025641        5.27856
          0.025        5.21581
      0.0243902        5.20868
      0.0238095        5.22965
      0.0232558        5.25508
      0.0227273        5.32091
      0.0222222        5.21581
      0.0217391         5.2555
      0.0212766        5.26264
      0.0208333        5.26221
      0.0204082         5.2341
           0.02        5.20868
      0.0196078         5.2341
      0.0192308        5.20868
      0.0188679        5.21581
      0.0185185        5.22965
      0.0181818        5.21581
      0.0178571        5.20868
      0.0175439        5.21581
      0.0172414        5.25508
      0.0169492        5.21581
      0.0166667        5.21581
      0.0163934        5.23678
       0.016129        5.20868
       0.015873        5.20868
       0.015625        5.20868
      0.0153846        5.23678
      0.0151515        5.23678
      0.0149254        5.22965
      0.0147059        5.20746
      0.0144928        5.20868
      0.0142857        5.21581
      0.0140845        5.21581
      0.0138889        5.20868
      0.0136986        5.21581
      0.0135135        5.20746
      0.0133333        5.26264
      0.0131579        5.23557
       0.012987         5.2146
      0.0128205         5.2146
      0.0126582        5.20746
         0.0125         5.2146
      0.0123457         5.2146
      0.0121951        5.20746
      0.0120482        5.20746
      0.0119048         5.2146
      0.0117647        5.27329
      0.0116279        5.21581
      0.0114943        5.20868
      0.0113636        5.20746
       0.011236        5.30315
      0.0111111        5.20746
       0.010989        5.22844
      0.0108696        5.23557
      0.0107527        5.21581
      0.0106383        5.20746
      0.0105263        5.20746
      0.0104167        5.20746
      0.0103093        5.21581
      0.0102041         5.2146
       0.010101        5.26137
           0.01        5.21581
     0.00990099        5.20868
     0.00980392        5.20868
     0.00970874        5.20868
     0.00961538        5.21581
     0.00952381         5.2146
     0.00943396        5.20746
     0.00934579        5.20746
     0.00925926        5.20746
     0.00917431        5.22844
     0.00909091        5.22965
     0.00900901        5.20868
     0.00892857        5.24124
     0.00884956        5.20868
     0.00877193        5.20746
     0.00869565         5.2146
     0.00862069         5.2146
     0.00854701         5.2146
     0.00847458        5.20746
     0.00840336        5.20746
     0.00833333        5.23327
     0.00826446         5.2146
     0.00819672        5.22844
     0.00813008        5.20868
     0.00806452        5.20868
          0.008        5.20868
     0.00793651         5.2146
     0.00787402         5.2146
      0.0078125        5.20746
     0.00775194         5.2146
     0.00769231        5.20746
     0.00763359        5.20746
     0.00757576        5.20746
      0.0075188        5.20746
     0.00746269         5.2146
     0.00740741        5.20746
     0.00735294        5.20746
     0.00729927         5.2146
     0.00724638        5.20746
     0.00719424        5.20868
     0.00714286        5.20868
      0.0070922        5.20868
     0.00704225         5.2146
     0.00699301        5.20868
     0.00694444        5.20868
     0.00689655        5.20746
     0.00684932        5.20746
     0.00680272        5.20746
     0.00675676        5.20746
     0.00671141        5.20746
     0.00666667         5.2146
     0.00662252        5.22844
     0.00657895        5.20746
     0.00653595        5.20868
     0.00649351        5.20868
     0.00645161        5.20868
     0.00641026        5.20868
     0.00636943         5.2146
     0.00632911        5.20746
     0.00628931        5.20746
        0.00625         5.2146
     0.00621118         5.2146
     0.00617284        5.20746
     0.00613497         5.2146
     0.00609756        5.20746
     0.00606061        5.20746
      0.0060241        5.20746
     0.00598802        5.20746
     0.00595238        5.20868
     0.00591716        5.20868
     0.00588235        5.20868
     0.00584795        5.20746
     0.00581395        5.20746
     0.00578035        5.20746
     0.00574713        5.20746
     0.00571429         5.2146
     0.00568182        5.20746
     0.00564972        5.20868
     0.00561798        5.20868
     0.00558659        5.21581
     0.00555556        5.21581
     0.00552486        5.21581
     0.00549451        5.20868
     0.00546448        5.20868
     0.00543478        5.20868
     0.00540541        5.21581
     0.00537634        5.20868
     0.00534759         5.2146
     0.00531915        5.20746
     0.00529101        5.20746
     0.00526316        5.20746
      0.0052356        5.20746
     0.00520833         5.2146
     0.00518135         5.2146
     0.00515464        5.20746
     0.00512821        5.20746
     0.00510204        5.20746
     0.00507614        5.20746
     0.00505051        5.20746
     0.00502513        5.20746
          0.005        5.20746
