-0.432263 -0.496001 -0.122921
0.323637 0.402601 0.201519
-0.285307 -0.473331 -0.309441
0.206142 0.326106 -0.316232
-0.103392 0.344542 -0.139756
0.00867455 -0.35814 0.40276
0.0878625 0.487041 -0.448164
0.13697 -0.136186 0.0741694
0.176152 -0.476768 0.441596
0.242584 -0.229517 0.413257
-0.0712742 -0.0485145 -0.369925
0.176373 0.235196 0.0503392
0.173135 0.338198 0.440648
-0.210331 0.0396639 -0.0150596
-0.236302 0.327467 -0.297503
0.229696 0.0639259 0.489687
-0.298412 0.319835 0.452969
0.0457605 -0.0767113 0.268161
0.186675 0.16078 -0.0639518
-0.485389 0.275786 0.206735
-0.385328 0.251038 0.256037
0.19805 0.0516476 0.0239121
0.492519 0.244367 -0.391969
-0.421745 -0.319686 -0.140449
0.376056 -0.27097 -0.314519
0.439897 0.102552 0.139843
-0.42968 -0.237495 -0.357732
-0.166402 -0.443769 -0.161344
0.0400924 0.391743 -0.23007
-0.351822 -0.210336 0.301756
-0.0796632 0.0303813 -0.408394
-0.320746 -0.0325271 -0.273901
-0.111981 -0.0262748 0.463468
0.201462 -0.0123861 0.179431
-0.0957857 0.446479 0.272604
0.324329 0.23102 -0.15879
0.0870697 0.329293 -0.162857
-0.0527642 -0.0532495 0.275682
0.14131 -0.436103 -0.149478
-0.430962 0.383703 -0.281848
-0.320394 -0.453406 -0.0270531
-0.0928242 0.459753 -0.115987
-0.0283072 -0.171018 -0.134782
-0.078601 -0.186815 0.0575627
0.279759 -0.222488 0.298927
0.344807 -0.414885 0.281655
-0.478328 -0.0611425 0.187446
0.273581 0.229387 0.0888474
0.499112 0.0966453 -0.181589
0.397946 -0.0507719 -0.288481
0.494784 0.371828 0.112874
-0.283608 -0.093226 0.411504
0.37667 -0.428756 0.392135
-0.28325 0.265414 0.294386
-0.0598037 0.408562 -0.188143
-0.266043 0.0925696 0.0551261
0.447002 0.345942 0.18047
-0.428789 -0.20342 0.0261159
0.000613298 0.0536863 0.406645
0.0212905 0.104193 -0.241705
-0.0837885 0.0760689 -0.250455
0.31226 0.0416597 0.470678
0.262713 0.177591 0.208826
0.474265 -0.273913 -0.415235
0.470357 -0.0850278 0.124806
-0.260729 -0.433659 -0.0870116
-0.292048 -0.276047 0.0137555
-0.416907 -0.236095 0.40176
-0.080141 0.0553047 0.213244
-0.353653 -0.173869 -0.0543253
0.211411 -0.0814099 0.427114
-0.0317368 -0.249905 0.25421
-0.165378 0.0946046 0.3666
0.162281 -0.294625 0.292176
0.234784 -0.307663 0.394316
-0.0495428 0.369541 0.389006
-0.466022 0.341415 -0.451895
-0.327528 0.290907 -0.123351
-0.467509 0.200035 0.259771
-0.29013 0.0126678 -0.188617
0.381656 -0.380921 0.151391
-0.0535429 -0.145388 0.253417
0.0931868 -0.235306 -0.0423441
0.0918509 0.210919 0.474762
0.279039 -0.384156 -0.0620218
-0.265658 0.382342 -0.11267
-0.398861 -0.106446 -0.186006
-0.457391 0.362727 0.446736
0.0789841 -0.00484327 -0.262655
0.420663 0.413309 -0.204666
0.218687 -0.124275 0.184249
-0.121647 0.408509 0.0885503
-0.182023 0.369599 -0.182824
-0.267717 -0.397396 0.35299
-0.421996 0.171827 -0.374573
0.199263 0.155801 0.475895
0.454715 0.27759 0.143601
-0.408029 0.0822656 -0.371288
0.102268 0.446938 -0.280662
-0.03824 -0.185366 0.150923
0.282818 -0.176192 0.47679
0.353273 0.377205 -0.237655
0.216639 -0.00830388 -0.349325
0.430796 -0.160586 0.0802703
-0.487821 -0.318652 0.387972
0.128539 -0.298906 -0.0049937
0.404287 0.492818 0.404836
-0.0172082 -0.0601418 0.497695
